Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g),,,,,,,,,,,,,,,,,,W/g
424.8,697.95,1.4625,0.6485,,,,,,,,,,,,,,,,,,
425.1,698.25,1.4621,0.6481,,,,,,,,,,,,,,,,,,
425.4,698.55,1.4617,0.6480,,,,,,,,,,,,,,,,,,
425.7,698.85,1.4614,0.6476,,,,,,,,,,,,,,,,,,
426.0,699.15,1.4610,0.6474,,,,,,,,,,,,,,,,,,
426.3,699.45,1.4606,0.6470,,,,,,,,,,,,,,,,,,
426.6,699.75,1.4603,0.6469,,,,,,,,,,,,,,,,,,
426.9,700.05,1.4599,0.6465,,,,,,,,,,,,,,,,,,
427.2,700.35,1.4595,0.6464,,,,,,,,,,,,,,,,,,
427.5,700.65,1.4592,0.6460,,,,,,,,,,,,,,,,,,
427.8,700.95,1.4588,0.6458,,,,,,,,,,,,,,,,,,
428.1,701.25,1.4584,0.6454,,,,,,,,,,,,,,,,,,
428.4,701.55,1.4580,0.6453,,,,,,,,,,,,,,,,,,
428.7,701.85,1.4577,0.6449,,,,,,,,,,,,,,,,,,
429.0,702.15,1.4573,0.6448,,,,,,,,,,,,,,,,,,
429.3,702.45,1.4569,0.6444,,,,,,,,,,,,,,,,,,
429.6,702.75,1.4566,0.6443,,,,,,,,,,,,,,,,,,
429.9,703.05,1.4562,0.6439,,,,,,,,,,,,,,,,,,
430.2,703.35,1.4558,0.6438,,,,,,,,,,,,,,,,,,
430.5,703.65,1.4555,0.6434,,,,,,,,,,,,,,,,,,
430.8,703.95,1.4551,0.6433,,,,,,,,,,,,,,,,,,
431.1,704.25,1.4547,0.6429,,,,,,,,,,,,,,,,,,
431.4,704.55,1.4544,0.6428,,,,,,,,,,,,,,,,,,
431.7,704.85,1.4540,0.6425,,,,,,,,,,,,,,,,,,
432.0,705.15,1.4536,0.6423,,,,,,,,,,,,,,,,,,
432.3,705.45,1.4533,0.6420,,,,,,,,,,,,,,,,,,
432.6,705.75,1.4529,0.6419,,,,,,,,,,,,,,,,,,
432.9,706.05,1.4526,0.6415,,,,,,,,,,,,,,,,,,
433.2,706.35,1.4522,0.6414,,,,,,,,,,,,,,,,,,
433.5,706.65,1.4518,0.6410,,,,,,,,,,,,,,,,,,
433.8,706.95,1.4515,0.6409,,,,,,,,,,,,,,,,,,
434.1,707.25,1.4511,0.6406,,,,,,,,,,,,,,,,,,
434.4,707.55,1.4507,0.6405,,,,,,,,,,,,,,,,,,
434.7,707.85,1.4504,0.6401,,,,,,,,,,,,,,,,,,
435.0,708.15,1.4500,0.6400,,,,,,,,,,,,,,,,,,
435.3,708.45,1.4496,0.6397,,,,,,,,,,,,,,,,,,
435.6,708.75,1.4493,0.6396,,,,,,,,,,,,,,,,,,
435.9,709.05,1.4489,0.6392,,,,,,,,,,,,,,,,,,
436.2,709.35,1.4486,0.6392,,,,,,,,,,,,,,,,,,
436.5,709.65,1.4482,0.6388,,,,,,,,,,,,,,,,,,
436.8,709.95,1.4478,0.6387,,,,,,,,,,,,,,,,,,
437.1,710.25,1.4475,0.6384,,,,,,,,,,,,,,,,,,
437.4,710.55,1.4471,0.6383,,,,,,,,,,,,,,,,,,
437.7,710.85,1.4467,0.6380,,,,,,,,,,,,,,,,,,
438.0,711.15,1.4464,0.6379,,,,,,,,,,,,,,,,,,
438.3,711.45,1.4460,0.6376,,,,,,,,,,,,,,,,,,
438.6,711.75,1.4457,0.6375,,,,,,,,,,,,,,,,,,
438.9,712.05,1.4453,0.6371,,,,,,,,,,,,,,,,,,
439.2,712.35,1.4449,0.6371,,,,,,,,,,,,,,,,,,
439.5,712.65,1.4446,0.6367,,,,,,,,,,,,,,,,,,
439.8,712.95,1.4442,0.6367,,,,,,,,,,,,,,,,,,
440.1,713.25,1.4439,0.6363,,,,,,,,,,,,,,,,,,
440.4,713.55,1.4435,0.6363,,,,,,,,,,,,,,,,,,
440.7,713.85,1.4431,0.6360,,,,,,,,,,,,,,,,,,
441.0,714.15,1.4428,0.6359,,,,,,,,,,,,,,,,,,
441.3,714.45,1.4424,0.6356,,,,,,,,,,,,,,,,,,
441.6,714.75,1.4421,0.6355,,,,,,,,,,,,,,,,,,
441.9,715.05,1.4417,0.6352,,,,,,,,,,,,,,,,,,
442.2,715.35,1.4413,0.6351,,,,,,,,,,,,,,,,,,
442.5,715.65,1.4410,0.6348,,,,,,,,,,,,,,,,,,
442.8,715.95,1.4406,0.6348,,,,,,,,,,,,,,,,,,
443.1,716.25,1.4403,0.6345,,,,,,,,,,,,,,,,,,
443.4,716.55,1.4399,0.6344,,,,,,,,,,,,,,,,,,
443.7,716.85,1.4396,0.6341,,,,,,,,,,,,,,,,,,
444.0,717.15,1.4392,0.6340,,,,,,,,,,,,,,,,,,
444.3,717.45,1.4388,0.6337,,,,,,,,,,,,,,,,,,
444.6,717.75,1.4385,0.6337,,,,,,,,,,,,,,,,,,
444.9,718.05,1.4381,0.6334,,,,,,,,,,,,,,,,,,
445.2,718.35,1.4378,0.6333,,,,,,,,,,,,,,,,,,
445.5,718.65,1.4374,0.6331,,,,,,,,,,,,,,,,,,
445.8,718.95,1.4371,0.6330,,,,,,,,,,,,,,,,,,
446.1,719.25,1.4367,0.6327,,,,,,,,,,,,,,,,,,
446.4,719.55,1.4364,0.6327,,,,,,,,,,,,,,,,,,
446.7,719.85,1.4360,0.6324,,,,,,,,,,,,,,,,,,
447.0,720.15,1.4356,0.6324,,,,,,,,,,,,,,,,,,
447.3,720.45,1.4353,0.6321,,,,,,,,,,,,,,,,,,
447.6,720.75,1.4349,0.6320,,,,,,,,,,,,,,,,,,
447.9,721.05,1.4346,0.6318,,,,,,,,,,,,,,,,,,
448.2,721.35,1.4342,0.6317,,,,,,,,,,,,,,,,,,
448.5,721.65,1.4339,0.6314,,,,,,,,,,,,,,,,,,
448.8,721.95,1.4335,0.6314,,,,,,,,,,,,,,,,,,
449.1,722.25,1.4332,0.6311,,,,,,,,,,,,,,,,,,
449.4,722.55,1.4328,0.6311,,,,,,,,,,,,,,,,,,
449.7,722.85,1.4325,0.6308,,,,,,,,,,,,,,,,,,
450.0,723.15,1.4321,0.6308,,,,,,,,,,,,,,,,,,
450.3,723.45,1.4318,0.6305,,,,,,,,,,,,,,,,,,
450.6,723.75,1.4314,0.6305,,,,,,,,,,,,,,,,,,
450.9,724.05,1.4311,0.6303,,,,,,,,,,,,,,,,,,
451.2,724.35,1.4307,0.6302,,,,,,,,,,,,,,,,,,
451.5,724.65,1.4304,0.6300,,,,,,,,,,,,,,,,,,
451.8,724.95,1.4300,0.6300,,,,,,,,,,,,,,,,,,
452.1,725.25,1.4297,0.6297,,,,,,,,,,,,,,,,,,
452.4,725.55,1.4293,0.6297,,,,,,,,,,,,,,,,,,
452.7,725.85,1.4290,0.6294,,,,,,,,,,,,,,,,,,
453.0,726.15,1.4286,0.6294,,,,,,,,,,,,,,,,,,
453.3,726.45,1.4283,0.6292,,,,,,,,,,,,,,,,,,
453.6,726.75,1.4279,0.6292,,,,,,,,,,,,,,,,,,
453.9,727.05,1.4276,0.6289,,,,,,,,,,,,,,,,,,
454.2,727.35,1.4272,0.6289,,,,,,,,,,,,,,,,,,
454.5,727.65,1.4269,0.6287,,,,,,,,,,,,,,,,,,
454.8,727.95,1.4265,0.6286,,,,,,,,,,,,,,,,,,
455.1,728.25,1.4262,0.6284,,,,,,,,,,,,,,,,,,
455.4,728.55,1.4258,0.6284,,,,,,,,,,,,,,,,,,
455.7,728.85,1.4255,0.6282,,,,,,,,,,,,,,,,,,
456.0,729.15,1.4251,0.6282,,,,,,,,,,,,,,,,,,
456.3,729.45,1.4248,0.6279,,,,,,,,,,,,,,,,,,
456.6,729.75,1.4244,0.6279,,,,,,,,,,,,,,,,,,
456.9,730.05,1.4241,0.6277,,,,,,,,,,,,,,,,,,
457.2,730.35,1.4237,0.6277,,,,,,,,,,,,,,,,,,
457.5,730.65,1.4234,0.6275,,,,,,,,,,,,,,,,,,
457.8,730.95,1.4231,0.6275,,,,,,,,,,,,,,,,,,
458.1,731.25,1.4227,0.6273,,,,,,,,,,,,,,,,,,
458.4,731.55,1.4224,0.6273,,,,,,,,,,,,,,,,,,
458.7,731.85,1.4220,0.6270,,,,,,,,,,,,,,,,,,
459.0,732.15,1.4217,0.6271,,,,,,,,,,,,,,,,,,
459.3,732.45,1.4213,0.6268,,,,,,,,,,,,,,,,,,
459.6,732.75,1.4210,0.6269,,,,,,,,,,,,,,,,,,
459.9,733.05,1.4206,0.6266,,,,,,,,,,,,,,,,,,
460.2,733.35,1.4203,0.6267,,,,,,,,,,,,,,,,,,
460.5,733.65,1.4200,0.6264,,,,,,,,,,,,,,,,,,
460.8,733.95,1.4196,0.6265,,,,,,,,,,,,,,,,,,
461.1,734.25,1.4193,0.6263,,,,,,,,,,,,,,,,,,
461.4,734.55,1.4189,0.6263,,,,,,,,,,,,,,,,,,
461.7,734.85,1.4186,0.6261,,,,,,,,,,,,,,,,,,
462.0,735.15,1.4183,0.6261,,,,,,,,,,,,,,,,,,
462.3,735.45,1.4179,0.6259,,,,,,,,,,,,,,,,,,
462.6,735.75,1.4176,0.6259,,,,,,,,,,,,,,,,,,
462.9,736.05,1.4172,0.6257,,,,,,,,,,,,,,,,,,
463.2,736.35,1.4169,0.6258,,,,,,,,,,,,,,,,,,
463.5,736.65,1.4166,0.6256,,,,,,,,,,,,,,,,,,
463.8,736.95,1.4162,0.6256,,,,,,,,,,,,,,,,,,
464.1,737.25,1.4159,0.6254,,,,,,,,,,,,,,,,,,
464.4,737.55,1.4155,0.6254,,,,,,,,,,,,,,,,,,
464.7,737.85,1.4152,0.6252,,,,,,,,,,,,,,,,,,
465.0,738.15,1.4149,0.6253,,,,,,,,,,,,,,,,,,
465.3,738.45,1.4145,0.6251,,,,,,,,,,,,,,,,,,
465.6,738.75,1.4142,0.6251,,,,,,,,,,,,,,,,,,
465.9,739.05,1.4138,0.6249,,,,,,,,,,,,,,,,,,
466.2,739.35,1.4135,0.6250,,,,,,,,,,,,,,,,,,
466.5,739.65,1.4132,0.6248,,,,,,,,,,,,,,,,,,
466.8,739.95,1.4128,0.6249,,,,,,,,,,,,,,,,,,
467.1,740.25,1.4125,0.6247,,,,,,,,,,,,,,,,,,
467.4,740.55,1.4122,0.6247,,,,,,,,,,,,,,,,,,
467.7,740.85,1.4118,0.6245,,,,,,,,,,,,,,,,,,
468.0,741.15,1.4115,0.6246,,,,,,,,,,,,,,,,,,
