Time (s),Mass (g),MLR (g/s),TC back 1 (K),TC back 2 (K),TC back 3 (K)
1845,53.29,0.06,586.45,585.05,575.25
1846,53.24,0.04,586.55,585.25,575.45
1847,53.18,0.04,586.55,585.25,575.45
1848,53.15,0.04,586.65,585.45,575.55
1849,53.10,0.06,586.65,585.55,575.65
1850,53.07,0.04,586.75,585.65,575.75
1851,53.01,0.04,586.75,585.75,575.85
1852,52.96,0.04,586.85,585.85,575.95
1853,52.94,0.04,586.85,585.95,576.05
1854,52.91,0.06,586.95,586.05,576.15
1855,52.82,0.04,587.05,586.15,576.25
1856,52.78,0.02,587.05,586.25,576.25
1857,52.78,0.06,587.15,586.35,576.35
1858,52.75,0.07,587.25,586.45,576.45
1859,52.70,0.02,587.25,586.55,576.55
1860,52.62,0.01,587.35,586.65,576.65
1861,52.59,0.04,587.35,586.85,576.75
1862,52.55,0.07,587.45,586.85,576.85
1863,52.51,0.05,587.45,586.95,576.85
1864,52.47,0.04,587.55,587.15,577.05
1865,52.42,0.04,587.55,587.15,577.05
1866,52.37,0.03,587.65,587.25,577.15
1867,52.32,0.05,587.65,587.45,577.35
1868,52.28,0.06,587.75,587.45,577.35
1869,52.25,0.05,587.75,587.65,577.45
1870,52.22,0.04,587.85,587.75,577.55
1871,52.16,0.03,587.85,587.75,577.65
1872,52.11,0.02,587.95,587.95,577.75
1873,52.08,0.05,587.95,588.05,577.85
1874,52.02,0.06,588.05,588.15,577.95
1875,51.98,0.04,588.05,588.25,578.05
1876,51.96,0.05,588.15,588.35,578.05
1877,51.89,0.05,588.15,588.35,578.15
1878,51.84,0.03,588.25,588.45,578.25
1879,51.81,0.04,588.25,588.65,578.35
1880,51.77,0.06,588.25,588.65,578.35
1881,51.74,0.04,588.35,588.75,578.55
1882,51.70,0.04,588.35,588.85,578.65
1883,51.65,0.03,588.45,588.95,578.65
1884,51.62,0.03,588.55,589.05,578.75
1885,51.57,0.05,588.55,589.15,578.85
1886,51.50,0.04,588.65,589.25,578.95
1887,51.44,0.04,588.65,589.35,579.05
1888,51.40,0.06,588.75,589.45,579.15
1889,51.37,0.07,588.85,589.55,579.15
1890,51.29,0.05,588.85,589.75,579.35
1891,51.27,0.03,588.95,589.85,579.45
1892,51.23,0.06,588.95,589.85,579.45
1893,51.22,0.06,588.95,590.05,579.55
1894,51.19,0.03,589.05,590.15,579.65
1895,51.11,0.02,589.15,590.25,579.75
1896,51.04,0.01,589.15,590.35,579.85
1897,50.99,0.05,589.25,590.45,579.95
1898,50.95,0.08,589.25,590.55,580.05
1899,50.90,0.06,589.25,590.55,580.15
1900,50.85,0.05,589.35,590.75,580.25
1901,50.83,0.05,589.35,590.75,580.25
1902,50.80,0.05,589.45,590.95,580.35
1903,50.78,0.03,589.45,591.05,580.45
1904,50.73,0.03,589.55,591.05,580.55
1905,50.69,0.03,589.55,591.15,580.65
1906,50.64,0.03,589.65,591.25,580.75
1907,50.59,0.05,589.65,591.35,580.75
1908,50.55,0.05,589.75,591.45,580.85
1909,50.53,0.05,589.75,591.55,580.95
1910,50.50,0.05,589.75,591.65,581.05
1911,50.37,0.03,589.85,591.75,581.15
1912,50.37,0.02,589.95,591.85,581.25
1913,50.35,0.09,589.95,591.85,581.25
1914,50.31,0.07,589.95,592.05,581.35
1915,50.28,0.00,590.05,592.15,581.45
1916,50.22,0.03,590.05,592.15,581.55
1917,50.20,0.04,590.05,592.25,581.65
1918,50.17,0.05,590.15,592.35,581.75
1919,50.10,0.04,590.15,592.35,581.75
1920,50.05,0.02,590.25,592.45,581.85
1921,50.01,0.05,590.25,592.55,581.95
1922,49.96,0.07,590.35,592.65,582.05
1923,49.94,0.04,590.35,592.65,582.15
1924,49.89,0.05,590.45,592.75,582.25
1925,49.85,0.04,590.45,592.85,582.25
1926,49.81,0.03,590.55,592.95,582.35
1927,49.79,0.05,590.55,593.05,582.45
1928,49.76,0.04,590.65,593.05,582.55
1929,49.69,0.03,590.75,593.15,582.65
1930,49.64,0.02,590.75,593.25,582.75
1931,49.61,0.05,590.85,593.35,582.85
1932,49.55,0.06,590.85,593.45,582.85
1933,49.53,0.04,590.95,593.55,582.95
1934,49.48,0.05,590.95,593.55,583.05
1935,49.42,0.04,591.05,593.65,583.15
1936,49.42,0.03,591.15,593.75,583.25
1937,49.36,0.06,591.15,593.85,583.25
1938,49.33,0.03,591.25,593.95,583.35
1939,49.27,0.03,591.25,593.95,583.45
1940,49.21,0.05,591.25,594.05,583.55
1941,49.18,0.05,591.35,594.15,583.55
1942,49.16,0.06,591.45,594.25,583.65
1943,49.13,0.05,591.45,594.35,583.75
1944,49.08,0.02,591.55,594.35,583.85
1945,49.03,0.02,591.55,594.45,583.95
1946,48.99,0.05,591.65,594.55,584.05
1947,48.94,0.05,591.65,594.65,584.15
1948,48.90,0.04,591.75,594.65,584.15
1949,48.88,0.05,591.75,594.75,584.25
1950,48.84,0.05,591.75,594.85,584.35
1951,48.79,0.03,591.85,594.95,584.55
1952,48.74,0.03,591.85,594.95,584.55
1953,48.70,0.04,591.95,595.05,584.65
1954,48.68,0.05,592.05,595.15,584.65
1955,48.64,0.05,592.05,595.15,584.75
1956,48.60,0.03,592.15,595.25,584.85
1957,48.54,0.03,592.15,595.35,584.95
1958,48.50,0.04,592.15,595.35,585.05
1959,48.48,0.05,592.25,595.45,585.15
1960,48.45,0.05,592.35,595.55,585.25
1961,48.41,0.03,592.35,595.55,585.25
1962,48.37,0.02,592.45,595.65,585.35
1963,48.33,0.03,592.45,595.75,585.45
1964,48.28,0.04,592.55,595.75,585.55
1965,48.24,0.04,592.65,595.85,585.65
1966,48.19,0.05,592.65,595.95,585.75
1967,48.14,0.04,592.65,595.95,585.75
1968,48.09,0.04,592.75,596.05,585.85
1969,48.06,0.05,592.85,596.15,585.95
1970,48.04,0.06,592.95,596.15,585.95
1971,47.99,0.05,592.95,596.25,586.05
1972,47.94,0.02,593.05,596.35,586.15
1973,47.91,0.03,593.15,596.35,586.15
1974,47.88,0.06,593.25,596.45,586.25
1975,47.84,0.04,593.25,596.55,586.35
1976,47.80,0.03,593.25,596.55,586.45
1977,47.78,0.03,593.35,596.65,586.55
1978,47.76,0.05,593.45,596.75,586.65
1979,47.71,0.03,593.55,596.75,586.65
1980,47.65,0.01,593.65,596.85,586.75
1981,47.62,0.03,593.65,596.95,586.85
1982,47.56,0.06,593.75,597.05,586.95
1983,47.54,0.04,593.85,597.05,587.05
1984,47.51,0.04,593.85,597.15,587.15
1985,47.45,0.04,593.95,597.25,587.25
1986,47.42,0.02,593.95,597.25,587.25
1987,47.41,0.05,594.05,597.35,587.35
1988,47.37,0.05,594.15,597.45,587.35
1989,47.31,0.01,594.15,597.55,587.45
1990,47.28,0.02,594.25,597.65,587.65
1991,47.24,0.06,594.35,597.65,587.65
1992,47.21,0.05,594.35,597.75,587.75
1993,47.17,0.04,594.45,597.85,587.85
1994,47.12,0.04,594.45,597.85,587.95
1995,47.08,0.03,594.55,597.95,588.05
1996,47.04,0.05,594.65,598.05,588.15
1997,46.98,0.05,594.65,598.15,588.15
1998,46.92,0.04,594.75,598.15,588.25
1999,46.90,0.05,594.85,598.25,588.35
2000,46.88,0.06,594.85,598.35,588.35
2001,46.83,0.04,594.95,598.35,588.45
2002,46.79,0.02,595.05,598.45,588.55
2003,46.76,0.03,595.05,598.55,588.55
2004,46.74,0.04,595.15,598.65,588.65
2005,46.71,0.04,595.25,598.75,588.75
2006,46.66,0.02,595.25,598.75,588.85
2007,46.53,0.02,595.35,598.85,588.85
2008,46.49,0.03,595.35,598.95,588.95
2009,46.51,0.10,595.45,598.95,589.05
2010,46.53,0.10,595.45,599.05,589.05
2011,46.49,0.00,595.55,599.15,589.15
2012,46.47,-0.03,595.55,599.25,589.25
2013,46.41,0.01,595.65,599.25,589.35
2014,46.36,0.03,595.75,599.35,589.45
2015,46.32,0.04,595.75,599.45,589.45
2016,46.29,0.06,595.85,599.45,589.55
2017,46.24,0.05,595.95,599.65,589.65
2018,46.21,0.03,595.95,599.65,589.65
2019,46.19,0.04,596.05,599.75,589.75
2020,46.15,0.04,596.15,599.85,589.85
2021,46.10,0.02,596.15,599.85,589.85
2022,46.07,0.03,596.25,599.95,589.95
2023,46.03,0.05,596.35,600.05,590.05
2024,45.99,0.04,596.35,600.05,590.15
2025,45.92,0.03,596.45,600.15,590.25
2026,45.89,0.04,596.45,600.25,590.25
2027,45.88,0.06,596.55,600.35,590.35
2028,45.86,0.05,596.65,600.45,590.45
2029,45.81,0.02,596.65,600.45,590.45
2030,45.77,0.01,596.75,600.55,590.55
2031,45.76,0.04,596.75,600.55,590.65
2032,45.73,0.05,596.85,600.65,590.65
2033,45.68,0.03,596.95,600.75,590.75
2034,45.65,0.02,596.95,600.85,590.85
2035,45.62,0.04,597.05,600.85,590.95
2036,45.58,0.05,597.05,600.95,590.95
2037,45.54,0.02,597.15,600.95,591.05
2038,45.51,0.03,597.25,601.05,591.05
2039,45.45,0.04,597.25,601.15,591.15
2040,45.42,0.04,597.35,601.25,591.25
2041,45.40,0.05,597.45,601.85,591.35
2042,45.36,0.04,597.35,603.25,591.45
2043,45.29,0.02,597.55,603.95,591.45
2044,45.23,0.03,597.65,604.05,591.55
2045,45.21,0.06,597.75,604.15,591.55
2046,45.17,0.07,597.85,604.15,591.65
2047,45.14,0.04,597.95,604.15,591.75
2048,45.12,0.02,598.05,604.25,591.85
2049,45.07,0.03,598.15,604.25,591.95
2050,45.04,0.03,598.25,604.25,591.95
2051,45.00,0.03,598.25,604.35,592.05
2052,44.96,0.04,598.45,604.35,592.15
2053,44.93,0.03,598.55,604.45,592.25
2054,44.90,0.04,598.55,604.55,592.25
2055,44.85,0.04,598.65,604.65,592.35
2056,44.81,0.03,598.75,604.65,592.45
2057,44.80,0.04,598.85,604.75,592.45
2058,44.76,0.05,598.95,604.85,592.55
2059,44.73,0.02,599.05,604.95,592.55
2060,44.69,0.02,599.15,604.95,592.65
2061,44.67,0.04,599.25,605.05,592.75
2062,44.64,0.03,599.35,605.15,592.85
2063,44.61,0.03,599.35,605.25,592.85
2064,44.56,0.03,599.55,605.35,592.95
2065,44.54,0.03,599.65,605.45,593.05
2066,44.50,0.04,599.65,605.45,593.05
2067,44.44,0.03,599.75,605.55,593.15
2068,44.42,0.02,599.85,605.65,593.25
2069,44.40,0.05,599.95,605.75,593.25
2070,44.36,0.04,600.05,605.85,593.35
2071,44.34,0.02,600.15,605.85,593.45
2072,44.30,0.03,600.15,605.95,593.45
2073,44.27,0.03,600.25,606.05,593.55
2074,44.24,0.03,600.35,606.15,593.55
2075,44.20,0.04,600.35,606.25,593.65
2076,44.17,0.03,600.55,606.35,593.75
2077,44.13,0.03,600.65,606.45,593.75
2078,44.09,0.03,600.65,606.45,593.85
2079,44.06,0.04,600.75,606.55,593.85
2080,44.05,0.04,600.85,606.65,593.95
2081,44.02,0.03,600.85,606.75,593.95
2082,43.99,0.02,600.95,606.85,594.05
2083,43.97,0.02,601.05,606.95,594.15
2084,43.93,0.03,601.15,607.05,594.25
2085,43.90,0.03,601.25,607.15,594.25
2086,43.86,0.03,601.35,607.25,594.35
2087,43.83,0.04,601.35,607.35,594.35
2088,43.80,0.04,601.45,607.45,594.35
2089,43.76,0.03,601.55,607.55,594.45
2090,43.74,0.03,601.65,607.65,594.45
2091,43.69,0.03,601.75,607.75,594.55
2092,43.67,0.03,601.85,607.95,594.65
2093,43.64,0.03,601.85,607.95,594.65
2094,43.60,0.04,601.95,608.05,594.85
2095,43.59,0.03,602.05,608.25,594.85
2096,43.55,0.04,602.15,608.25,594.85
2097,43.52,0.02,602.25,608.45,594.95
2098,43.49,0.02,602.35,608.55,594.95
2099,43.46,0.04,602.45,608.55,595.05
2100,43.43,0.03,602.45,608.75,595.15
2101,43.40,0.03,602.55,608.85,595.15
2102,43.37,0.03,602.65,608.85,595.15
2103,43.35,0.02,602.75,609.05,595.25
2104,43.31,0.03,602.85,609.15,595.35
2105,43.25,0.03,602.85,609.25,595.35
2106,43.21,0.03,603.05,609.45,595.45
2107,43.19,0.05,603.05,609.55,595.55
2108,43.17,0.05,603.15,609.55,595.55
2109,43.15,0.03,603.25,609.75,595.65
2110,43.10,0.02,603.35,609.85,595.75
2111,43.07,0.02,603.45,609.95,595.75
2112,43.07,0.04,603.55,610.05,595.85
2113,43.03,0.05,603.65,610.25,595.95
2114,43.03,0.01,603.65,610.25,595.95
2115,43.00,0.02,603.75,610.45,596.05
2116,42.93,0.03,603.95,610.65,596.05
2117,42.90,0.01,603.95,610.65,596.15
2118,42.88,0.06,604.05,610.75,596.15
2119,42.85,0.05,604.15,610.95,596.25
2120,42.84,0.02,604.15,611.05,596.35
2121,42.81,0.03,604.35,611.15,596.45
2122,42.79,0.02,604.45,611.25,596.45
2123,42.74,0.02,604.45,611.35,596.55
2124,42.72,0.02,604.55,611.55,596.55
2125,42.68,0.04,604.65,611.65,596.65
2126,42.65,0.03,604.75,611.65,596.65
2127,42.61,0.03,604.75,611.85,596.75
2128,42.57,0.04,604.95,612.05,596.85
2129,42.56,0.04,605.05,612.15,596.85
2130,42.51,0.04,605.15,612.25,596.95
2131,42.50,0.02,605.25,612.35,597.05
2132,42.49,0.03,605.25,612.45,597.05
2133,42.44,0.03,605.35,612.55,597.15
2134,42.44,0.01,605.45,612.65,597.25
2135,42.40,0.03,605.55,612.75,597.25
2136,42.37,0.03,605.65,612.85,597.35
2137,42.37,0.02,605.75,613.05,597.45
2138,42.33,0.04,605.75,613.15,597.45
2139,42.31,0.01,605.85,613.35,597.55
2140,42.28,0.02,606.05,613.45,597.65
2141,42.24,0.03,606.05,613.45,597.65
2142,42.23,0.02,606.25,613.65,597.75
2143,42.21,0.04,606.35,613.85,597.95
2144,42.19,0.03,606.35,613.95,597.95
2145,42.13,0.02,606.45,614.05,598.05
2146,42.11,0.01,606.65,614.15,598.15
2147,42.09,0.04,606.65,614.35,598.15
2148,42.06,0.05,606.75,614.35,598.15
2149,42.04,0.02,606.85,614.55,598.25
2150,42.00,0.03,606.95,614.65,598.25
2151,41.96,0.03,607.05,614.75,598.35
2152,41.95,0.03,607.15,614.95,598.35
2153,41.92,0.04,607.25,615.05,598.45
2154,41.89,0.03,607.35,615.15,598.55
2155,41.88,0.02,607.45,615.35,598.65
2156,41.86,0.03,607.55,615.45,598.65
2157,41.85,0.02,607.65,615.65,598.75
2158,41.81,0.01,607.85,615.75,598.75
2159,41.77,0.01,607.85,615.85,598.85
2160,41.74,0.03,607.95,616.05,598.85
2161,41.69,0.04,608.15,616.15,598.95
2162,41.65,0.03,608.15,616.25,599.05
2163,41.64,0.04,608.35,616.45,599.05
2164,41.63,0.04,608.45,616.55,599.15
2165,41.61,0.03,608.55,616.65,599.25
2166,41.58,0.01,608.65,616.75,599.35
2167,41.55,0.01,608.75,616.95,599.45
2168,41.54,0.03,608.85,617.05,599.45
2169,41.50,0.03,608.95,617.25,599.55
2170,41.49,0.02,609.15,617.35,599.65
2171,41.46,0.02,609.15,617.45,599.65
2172,41.43,0.03,609.35,617.65,599.75
2173,41.40,0.02,609.45,617.75,599.85
2174,41.36,0.03,609.55,617.85,599.95
2175,41.33,0.03,609.65,618.05,600.05
2176,41.32,0.04,609.75,618.15,600.15
2177,41.29,0.04,609.85,618.25,600.15
2178,41.27,0.02,609.95,618.35,600.25
2179,41.25,0.02,610.15,618.55,600.35
2180,41.22,0.03,610.15,618.65,600.35
2181,41.19,0.02,610.35,618.75,600.45
2182,41.16,0.03,610.45,618.95,600.55
2183,41.13,0.03,610.55,619.05,600.55
2184,41.12,0.03,610.65,619.15,600.65
2185,41.11,0.03,610.85,619.35,600.75
2186,41.08,0.02,610.95,619.45,600.85
2187,41.04,0.01,611.05,619.55,600.95
2188,41.01,0.02,611.25,619.65,601.05
2189,40.98,0.04,611.25,619.85,601.05
2190,40.96,0.04,611.45,619.95,601.15
2191,40.94,0.03,611.55,620.15,601.25
2192,40.91,0.02,611.65,620.25,601.25
2193,40.89,0.02,611.85,620.45,601.35
2194,40.88,0.03,611.95,620.55,601.45
2195,40.84,0.03,612.05,620.65,601.55
2196,40.81,0.01,612.15,620.75,601.65
2197,40.78,0.02,612.35,620.85,601.65
2198,40.77,0.04,612.35,620.95,601.75
2199,40.75,0.03,612.45,621.15,601.85
2200,40.74,0.02,612.65,621.25,601.85
2201,40.71,0.02,612.75,621.35,601.95
2202,40.67,0.01,612.85,621.55,601.95
2203,40.68,0.02,613.05,621.75,602.05
2204,40.66,0.04,613.15,621.75,602.15
2205,40.61,0.01,613.25,621.95,602.35
2206,40.58,0.00,613.45,622.15,602.35
2207,40.56,0.04,613.55,622.25,602.45
2208,40.53,0.04,613.65,622.45,602.55
2209,40.51,0.03,613.85,622.55,602.55
2210,40.48,0.02,613.85,622.65,602.65
2211,40.47,0.02,614.05,622.75,602.75
2212,40.44,0.03,614.15,622.95,602.85
2213,40.43,0.02,614.25,622.95,602.95
2214,40.41,0.02,614.45,623.05,602.95
2215,40.38,0.02,614.65,623.25,603.05
2216,40.36,0.01,614.65,623.35,603.15
2217,40.34,0.03,614.85,623.45,603.25
2218,40.31,0.03,615.05,623.55,603.35
2219,40.28,0.02,615.05,623.65,603.45
2220,40.25,0.02,615.25,623.85,603.45
2221,40.23,0.03,615.35,624.05,603.55
2222,40.21,0.03,615.45,624.05,603.65
2223,40.18,0.02,615.65,624.25,603.75
2224,40.16,0.02,615.75,624.35,603.85
2225,40.14,0.03,615.85,624.45,604.05
2226,40.12,0.03,616.05,624.55,604.15
2227,40.09,0.02,616.15,624.75,604.25
2228,40.08,0.02,616.25,624.85,604.25
2229,40.05,0.03,616.45,624.95,604.35
2230,40.03,0.02,616.65,625.05,604.55
2231,40.02,0.02,616.65,625.15,604.65
2232,40.01,0.02,616.85,625.45,604.75
2233,39.98,0.02,617.05,625.45,604.95
2234,39.94,0.01,617.05,625.45,605.05
2235,39.94,0.02,617.25,625.65,605.15
2236,39.89,0.04,617.45,625.85,605.25
2237,39.86,0.02,617.55,625.85,605.35
2238,39.85,0.02,617.65,626.05,605.45
2239,39.81,0.04,617.85,626.15,605.65
2240,39.80,0.02,617.95,626.25,605.75
2241,39.78,0.03,618.05,626.35,605.85
2242,39.77,0.03,618.25,626.45,605.75
2243,39.74,0.01,618.35,626.55,605.75
2244,39.69,0.01,618.45,626.65,605.85
2245,39.68,0.02,618.65,626.75,605.95
2246,39.68,0.04,618.75,626.85,606.05
2247,39.65,0.03,618.95,627.05,606.15
2248,39.63,0.00,619.05,627.15,606.15
2249,39.61,0.01,619.15,627.15,606.25
2250,39.58,0.03,619.35,627.35,606.35
2251,39.55,0.02,619.45,627.45,606.45
2252,39.53,0.02,619.55,627.55,606.55
2253,39.53,0.04,619.75,627.65,606.65
2254,39.52,0.03,619.85,627.65,606.75
2255,39.48,0.00,619.95,627.75,606.75
2256,39.46,0.00,620.15,627.95,606.85
2257,39.44,0.03,620.25,628.05,607.05
2258,39.40,0.03,620.35,628.15,607.05
2259,39.37,0.02,620.55,628.15,607.25
2260,39.36,0.03,620.65,628.35,607.35
2261,39.35,0.04,620.75,628.35,607.45
2262,39.33,0.02,620.95,628.55,607.45
2263,39.31,0.01,621.05,628.55,607.55
2264,39.27,0.01,621.15,628.65,607.55
2265,39.25,0.02,621.35,628.75,607.65
2266,39.22,0.03,621.55,628.95,607.85
2267,39.20,0.03,621.65,628.95,607.85
2268,39.19,0.02,621.75,629.15,607.95
2269,39.17,0.03,621.95,629.25,608.05
2270,39.14,0.02,622.05,629.25,608.05
2271,39.11,0.01,622.15,629.35,607.85
2272,39.10,0.03,622.35,629.45,607.75
2273,39.08,0.03,622.45,629.55,607.65
2274,39.07,0.02,622.65,629.65,607.85
2275,39.05,0.02,622.75,629.75,607.95
2276,39.02,0.01,622.85,629.85,607.95
2277,39.00,0.01,623.05,629.95,607.95
2278,38.96,0.03,623.15,629.95,608.15
2279,38.95,0.03,623.25,630.05,608.15
2280,38.94,0.03,623.45,630.15,608.35
2281,38.92,0.03,623.55,630.35,608.45
2282,38.89,0.01,623.65,630.35,608.45
2283,38.88,0.02,623.85,630.45,608.55
2284,38.86,0.02,623.95,630.55,608.75
2285,38.84,0.02,624.05,630.55,608.75
2286,38.80,0.01,624.25,630.65,608.75
2287,38.78,0.02,624.35,630.75,608.85
2288,38.77,0.03,624.45,630.85,608.85
2289,38.76,0.03,624.65,630.95,608.95
2290,38.74,0.01,624.75,631.05,608.85
2291,38.71,0.01,624.85,631.15,608.85
2292,38.67,0.01,625.05,631.25,608.95
2293,38.65,0.02,625.15,631.35,609.05
2294,38.64,0.03,625.25,631.35,609.15
2295,38.62,0.03,625.45,631.45,609.25
2296,38.60,0.02,625.55,631.55,609.35
2297,38.57,0.01,625.65,631.65,609.45
2298,38.56,0.02,625.75,631.65,609.55
2299,38.56,0.03,625.95,631.85,609.65
2300,38.55,0.02,626.05,631.85,609.75
2301,38.52,0.00,626.15,631.95,609.95
2302,38.49,0.00,626.35,632.05,610.05
2303,38.47,0.03,626.45,632.15,610.15
2304,38.44,0.03,626.55,632.15,610.25
2305,38.42,0.03,626.65,632.25,610.25
2306,38.40,0.03,626.75,632.45,610.35
2307,38.38,0.03,626.95,632.45,610.35
2308,38.37,0.02,627.15,632.65,610.35
2309,38.34,0.01,627.25,632.65,610.45
2310,38.32,0.02,627.35,632.65,610.55
2311,38.30,0.02,627.55,632.85,610.75
2312,38.30,0.03,627.55,632.95,610.75
2313,38.28,0.02,627.75,633.05,610.95
2314,38.24,0.01,627.85,633.05,611.05
2315,38.24,0.01,627.95,633.15,611.05
2316,38.22,0.03,628.05,633.25,611.05
2317,38.19,0.02,628.15,633.25,611.15
2318,38.17,0.00,628.25,633.25,611.15
2319,38.16,0.03,628.35,633.35,611.25
2320,38.15,0.03,628.55,633.45,611.45
2321,38.14,0.01,628.65,633.55,611.55
2322,38.12,0.01,628.75,633.65,611.65
2323,38.08,0.01,628.85,633.75,611.75
2324,38.06,0.01,628.95,633.75,611.75
2325,38.04,0.03,629.15,633.85,611.85
2326,38.02,0.03,629.25,633.85,611.75
2327,38.00,0.02,629.25,633.95,611.85
2328,37.98,0.02,629.35,634.05,611.75
2329,37.97,0.02,629.55,634.15,611.85
2330,37.95,0.02,629.65,634.15,611.85
2331,37.92,0.02,629.75,634.15,611.95
2332,37.89,0.01,629.85,634.25,612.05
2333,37.88,0.03,629.95,634.25,612.05
2334,37.86,0.04,630.05,634.45,612.15
2335,37.85,0.02,630.15,634.45,612.25
2336,37.83,0.01,630.25,634.55,612.25
2337,37.81,0.01,630.35,634.55,612.35
2338,37.80,0.02,630.55,634.65,612.45
2339,37.78,0.02,630.55,634.65,612.45
2340,37.76,0.01,630.65,634.65,612.75
2341,37.73,0.01,630.75,634.75,612.85
2342,37.71,0.03,630.85,634.85,612.95
2343,37.68,0.03,630.95,634.95,613.15
2344,37.65,0.03,631.15,635.05,613.35
2345,37.65,0.03,631.25,635.15,613.35
2346,37.64,0.03,631.35,635.15,613.45
2347,37.63,0.01,631.45,635.25,613.55
2348,37.63,0.01,631.55,635.25,613.65
2349,37.62,0.02,631.65,635.35,613.95
2350,37.60,-0.00,631.85,635.45,614.05
2351,37.58,0.00,631.85,635.55,614.15
2352,37.56,0.02,631.95,635.55,614.35
2353,37.53,0.02,632.15,635.65,614.55
2354,37.50,0.02,632.25,635.75,614.65
2355,37.49,0.03,632.35,635.75,614.85
2356,37.47,0.03,632.45,635.95,614.85
2357,37.45,0.02,632.55,635.95,614.95
2358,37.44,0.01,632.65,636.05,615.15
2359,37.43,0.02,632.75,636.15,615.35
2360,37.42,0.02,632.85,636.15,615.35
2361,37.39,0.01,632.95,636.25,615.55
2362,37.37,0.01,633.05,636.25,615.65
2363,37.36,0.02,633.05,636.35,615.65
2364,37.35,0.02,633.25,636.35,615.85
2365,37.32,0.01,633.35,636.45,616.05
2366,37.32,0.01,633.45,636.55,616.15
2367,37.31,0.02,633.55,636.55,616.25
2368,37.31,0.01,633.65,636.65,616.45
2369,37.29,0.00,633.75,636.75,616.55
2370,37.27,0.00,633.85,636.75,616.65
2371,37.26,0.01,633.95,636.85,616.85
2372,37.25,0.02,633.95,636.85,616.95
2373,37.22,0.02,634.15,636.95,617.15
2374,37.20,0.01,634.25,637.05,617.25
2375,37.18,0.02,634.25,637.05,617.35
2376,37.14,0.03,634.45,637.25,617.45
2377,37.13,0.02,634.55,637.25,617.65
2378,37.11,0.03,634.55,637.25,617.75
2379,37.11,0.02,634.65,637.35,617.75
2380,37.09,0.02,634.75,637.35,617.85
2381,37.08,0.01,634.75,637.45,617.85
2382,37.07,0.01,634.95,637.45,618.05
2383,37.05,0.02,635.05,637.55,618.25
2384,37.02,0.01,635.05,637.55,618.35
2385,37.01,0.02,635.15,637.75,618.55
2386,36.99,0.02,635.25,637.75,618.75
2387,36.99,0.02,635.35,637.75,618.65
2388,36.98,0.02,635.45,637.85,618.65
2389,36.93,0.01,635.55,637.95,618.75
2390,36.90,-0.00,635.65,637.95,618.85
2391,36.90,0.03,635.75,637.95,619.05
2392,36.89,0.05,635.75,638.05,619.15
2393,36.88,0.01,635.85,638.15,619.25
2394,36.87,0.00,635.95,638.15,619.45
2395,36.85,0.01,636.15,638.25,619.65
2396,36.83,0.01,636.15,638.35,619.75
2397,36.81,0.01,636.25,638.45,619.95
2398,36.79,0.02,636.35,638.45,620.15
2399,36.78,0.02,636.45,638.55,620.25
2400,36.78,0.02,636.55,638.55,620.25
2401,36.75,0.02,636.65,638.65,620.25
2402,36.73,0.00,636.65,638.65,620.35
2403,36.72,0.02,636.75,638.75,620.45
2404,36.71,0.03,636.85,638.75,620.65
2405,36.70,0.01,636.85,638.85,620.75
2406,36.69,0.01,636.95,638.85,620.95
2407,36.65,0.01,637.05,639.05,621.15
2408,36.63,0.01,637.15,638.95,621.15
2409,36.63,0.03,637.25,639.05,621.35
2410,36.63,0.04,637.25,639.05,621.55
2411,36.61,0.01,637.35,639.05,621.65
2412,36.58,-0.00,637.45,639.25,621.85
2413,36.59,0.01,637.45,639.25,621.85
2414,36.57,0.03,637.55,639.25,621.95
2415,36.56,0.01,637.65,639.45,622.15
2416,36.54,0.00,637.75,639.45,622.25
2417,36.52,0.01,637.75,639.45,622.35
2418,36.51,0.02,637.85,639.55,622.55
2419,36.49,0.02,637.95,639.55,622.35
2420,36.46,0.02,637.95,639.55,622.25
2421,36.45,0.02,638.05,639.65,622.25
2422,36.44,0.03,638.15,639.75,622.35
2423,36.42,0.02,638.15,639.75,622.35
2424,36.39,0.01,638.35,639.85,622.35
2425,36.37,0.01,638.35,639.85,622.25
2426,36.37,0.03,638.35,639.85,622.25
2427,36.35,0.03,638.45,639.95,622.35
2428,36.35,0.01,638.55,639.95,622.45
2429,36.34,0.01,638.55,640.05,622.45
2430,36.31,0.01,638.75,640.05,622.65
2431,36.28,0.00,638.75,640.15,622.75
2432,36.28,0.02,638.85,640.15,622.85
2433,36.28,0.03,638.95,640.25,623.05
2434,36.27,0.02,639.05,640.25,623.15
2435,36.24,0.00,639.05,640.25,623.25
2436,36.21,0.00,639.15,640.45,623.35
2437,36.19,0.02,639.25,640.45,623.45
2438,36.19,0.03,639.25,640.45,623.35
2439,36.17,0.03,639.35,640.45,623.45
2440,36.15,0.01,639.45,640.55,623.65
2441,36.16,0.01,639.45,640.55,623.65
2442,36.15,0.02,639.55,640.65,623.65
2443,36.12,0.01,639.65,640.65,623.75
2444,36.11,-0.00,639.65,640.65,623.75
2445,36.16,0.02,639.75,640.75,623.85
2446,36.12,0.03,639.85,640.85,624.05
2447,36.07,-0.03,639.95,640.85,624.15
2448,36.06,-0.01,639.95,640.85,624.35
2449,36.05,0.05,640.05,640.95,624.45
2450,36.03,0.03,640.15,640.95,624.55
