Time(s),Temperature (K),Mass (mg)
3987.0498,660.91901,1.250899799
3987.3498,660.964,1.250800251
3987.6498,661.01301,1.250700195
3987.9498,661.055,1.250700195
3988.2498,661.10499,1.250700195
3988.5498,661.15101,1.250600138
3988.8498,661.206,1.250500082
3989.1498,661.25999,1.250400026
3989.4498,661.301,1.250199913
3989.7498,661.35999,1.250099857
3990.0498,661.404,1.249999801
3990.3498,661.44901,1.249800196
3990.6498,661.50999,1.24970014
3990.9498,661.55399,1.249600083
3991.2498,661.59901,1.249399971
3991.5498,661.65201,1.249299914
3991.8498,661.69999,1.249099802
3992.1498,661.74799,1.248900197
3992.4498,661.80302,1.248700085
3992.7498,661.85901,1.248499972
3993.0498,661.90699,1.248299859
3993.3498,661.95499,1.248199803
3993.6498,661.999,1.248000198
3993.9498,662.05201,1.247599973
3994.2498,662.102,1.247299804
3994.5498,662.14701,1.247199748
3994.8498,662.19599,1.247000143
3995.1498,662.24399,1.246800031
3995.4498,662.29401,1.246599918
3995.7498,662.34699,1.246399805
3996.0498,662.396,1.246200201
3996.3498,662.44401,1.246100144
3996.6498,662.48701,1.245900032
3996.9498,662.546,1.245699919
3997.2498,662.59699,1.24539975
3997.5498,662.645,1.245200146
3997.8498,662.69001,1.245000033
3998.1498,662.75101,1.244699864
3998.4498,662.805,1.244599808
3998.7498,662.84,1.244400203
3999.0498,662.89701,1.244200091
3999.3498,662.94401,1.243999978
3999.6498,662.99,1.243799865
3999.9498,663.04301,1.243699809
4000.2498,663.10099,1.243400148
4000.5498,663.13901,1.242999923
4000.8498,663.18799,1.242699754
4001.1498,663.23899,1.242400093
4001.4498,663.28599,1.242099924
4001.7498,663.34199,1.241799755
4002.0498,663.391,1.241500094
4002.3498,663.44401,1.241199925
4002.6498,663.48701,1.241099869
4002.9498,663.54099,1.240999813
4003.2498,663.586,1.240899756
4003.5498,663.646,1.240800208
4003.8498,663.69001,1.240800208
4004.1498,663.741,1.240700152
4004.4498,663.78599,1.240500039
4004.7498,663.83399,1.240399983
4005.0498,663.883,1.24019987
4005.3498,663.93,1.240099814
4005.6498,663.97999,1.239900209
4005.9498,664.03101,1.239800153
4006.2498,664.089,1.23960004
4006.5498,664.13199,1.239499984
4006.8498,664.18,1.239299871
4007.1498,664.23499,1.239199815
4007.4498,664.28199,1.23900021
4007.7498,664.33301,1.238900154
4008.0498,664.383,1.238700041
4008.3498,664.421,1.238599985
4008.6498,664.47401,1.238399873
4008.9498,664.51899,1.238299816
4009.2498,664.58201,1.238100212
4009.5498,664.62601,1.238000155
4009.8498,664.66999,1.237800043
4010.1498,664.736,1.237499874
4010.4498,664.77399,1.237299761
4010.7498,664.82899,1.237100156
4011.0498,664.87699,1.2370001
4011.3498,664.91599,1.236799988
4011.6498,664.969,1.236699931
4011.9498,665.016,1.236399762
4012.2498,665.072,1.236200158
4012.5498,665.11899,1.236100101
4012.8498,665.17899,1.235899989
4013.1498,665.227,1.235699876
4013.4498,665.271,1.23559982
4013.7498,665.32599,1.235400215
4014.0498,665.365,1.235300159
4014.3498,665.421,1.235100046
4014.6498,665.46601,1.23499999
4014.9498,665.51499,1.234799877
4015.2498,665.564,1.234699821
4015.5498,665.62,1.234500216
4015.8498,665.66999,1.23440016
4016.1498,665.72001,1.234200047
4016.4498,665.77,1.234099991
4016.7498,665.81699,1.233899879
4017.0498,665.86399,1.233699766
4017.3498,665.91001,1.233600218
4017.6498,665.961,1.233400105
4017.9498,666.01801,1.233199992
4018.2498,666.06299,1.233099936
4018.5498,666.11799,1.232899823
4018.8498,666.16001,1.232700219
4019.1498,666.20701,1.232500106
4019.4498,666.25501,1.23240005
4019.7498,666.309,1.232299994
4020.0498,666.35901,1.232099881
4020.3498,666.408,1.231899768
4020.6498,666.45899,1.231700164
4020.9498,666.50999,1.231600107
4021.2498,666.56,1.231500051
4021.5498,666.60999,1.231299938
4021.8498,666.66999,1.231199882
4022.1498,666.70499,1.23099977
4022.4498,666.766,1.230900221
4022.7498,666.81199,1.230700109
4023.0498,666.85801,1.230600052
4023.3498,666.91001,1.230499996
4023.6498,666.95899,1.230299883
4023.9498,667.00501,1.230199827
4024.2498,667.05302,1.230000222
4024.5498,667.111,1.229900166
4024.8498,667.159,1.229599997
4025.1498,667.202,1.229199772
4025.4498,667.26499,1.228900111
4025.7498,667.30701,1.228599942
4026.0498,667.35401,1.228299773
4026.3498,667.409,1.228000112
4026.6498,667.45099,1.227699943
4026.9498,667.50101,1.227499831
4027.2498,667.55201,1.227399774
4027.5498,667.60401,1.227300226
4027.8498,667.658,1.22720017
4028.1498,667.70899,1.227100113
4028.4498,667.762,1.226900001
4028.7498,667.79899,1.226799944
4029.0498,667.848,1.226599832
4029.3498,667.89799,1.226499776
4029.6498,667.94599,1.226300171
4029.9498,667.995,1.226300171
4030.2498,668.046,1.226100058
4030.5498,668.103,1.225899946
4030.8498,668.14899,1.225799889
4031.1498,668.20701,1.225599777
4031.4498,668.249,1.225400172
4031.7498,668.31,1.225200059
4032.0498,668.353,1.225100003
4032.3498,668.4,1.224999947
4032.6498,668.45301,1.224799834
4032.9498,668.49698,1.224699778
4033.2498,668.54899,1.224300061
4033.5498,668.60099,1.224099948
4033.8498,668.646,1.223899835
4034.1498,668.70099,1.223700231
4034.4498,668.73899,1.223600174
4034.7498,668.79899,1.223400062
4035.0498,668.84601,1.223300006
4035.3498,668.88901,1.223099893
4035.6498,668.94001,1.22289978
4035.9498,668.99,1.222800232
4036.2498,669.04801,1.222600119
4036.5498,669.107,1.222500063
4036.8498,669.15,1.22229995
4037.1498,669.19401,1.22229995
4037.4498,669.245,1.222099838
4037.7498,669.29499,1.221900233
4038.0498,669.34101,1.221800177
4038.3498,669.39399,1.221700121
4038.6498,669.43799,1.221500008
4038.9498,669.49299,1.221399952
4039.2498,669.542,1.221199839
4039.5498,669.59699,1.221000234
4039.8498,669.645,1.220800122
4040.1498,669.69099,1.220600009
4040.4498,669.75199,1.220399897
4040.7498,669.79499,1.220199784
4041.0498,669.84199,1.220000179
4041.3498,669.89701,1.21970001
4041.6498,669.94401,1.219399841
4041.9498,670.00199,1.21910018
4042.2498,670.042,1.218800012
4042.5498,670.08799,1.218399786
4042.8498,670.13499,1.218100125
4043.1498,670.18799,1.217900013
4043.4498,670.23899,1.2176999
4043.7498,670.27799,1.217599844
4044.0498,670.339,1.217499788
4044.3498,670.395,1.217499788
4044.6498,670.43601,1.217400239
4044.9498,670.491,1.217400239
4045.2498,670.53901,1.217400239
4045.5498,670.58701,1.217300183
4045.8498,670.63901,1.217200127
4046.1498,670.69199,1.21710007
4046.4498,670.74399,1.216899958
4046.7498,670.79301,1.216899958
4047.0498,670.836,1.216799901
4047.3498,670.891,1.216599789
4047.6498,670.935,1.21650024
4047.9498,670.98499,1.216400184
4048.2498,671.03599,1.216300128
4048.5498,671.089,1.216200071
4048.8498,671.13099,1.215999959
4049.1498,671.18299,1.215899903
4049.4498,671.227,1.215799846
4049.7498,671.27799,1.21569979
4050.0498,671.336,1.215500185
4050.3498,671.383,1.215500185
4050.6498,671.435,1.215400129
4050.9498,671.47999,1.215200016
4051.2498,671.525,1.21509996
4051.5498,671.57899,1.214899847
4051.8498,671.61899,1.214600186
4052.1498,671.67499,1.214400074
4052.4498,671.728,1.214199961
4052.7498,671.77601,1.214099905
4053.0498,671.82401,1.213899792
4053.3498,671.87501,1.213800244
4053.6498,671.926,1.213600131
4053.9498,671.977,1.213400019
4054.2498,672.02201,1.213299962
4054.5498,672.077,1.21309985
4054.8498,672.12198,1.212900245
4055.1498,672.171,1.212800189
4055.4498,672.22001,1.212600076
4055.7498,672.27299,1.212399964
4056.0498,672.314,1.212299907
4056.3498,672.374,1.212099795
4056.6498,672.41599,1.21190019
4056.9498,672.47101,1.211700077
4057.2498,672.52201,1.211600021
4057.5498,672.56501,1.211399909
4057.8498,672.611,1.211299852
4058.1498,672.67701,1.211100248
4058.4498,672.711,1.210900135
4058.7498,672.76401,1.210700022
4059.0498,672.82499,1.210599966
4059.3498,672.857,1.210399853
4059.6498,672.92499,1.210299797
4059.9498,672.96699,1.210100192
4060.2498,673.016,1.210000136
4060.5498,673.06199,1.20990008
4060.8498,673.10999,1.209699967
4061.1498,673.16199,1.209499855
4061.4498,673.21799,1.209399798
4061.7498,673.26099,1.209200194
4062.0498,673.318,1.209000081
4062.3498,673.365,1.208900025
4062.6498,673.41501,1.2084998
4062.9498,673.46201,1.208200139
4063.2498,673.50699,1.20789997
4063.5498,673.564,1.207499744
4063.8498,673.616,1.207200083
4064.1498,673.655,1.206899915
4064.4498,673.71601,1.206599746
4064.7498,673.74698,1.206500197
4065.0498,673.80399,1.206400141
4065.3498,673.86899,1.206300085
4065.6498,673.91401,1.206200028
4065.9498,673.96201,1.206200028
4066.2498,674.00501,1.206099972
4066.5498,674.06699,1.205999916
4066.8498,674.10599,1.205899859
4067.1498,674.15601,1.205799803
4067.4498,674.20801,1.205699747
4067.7498,674.25501,1.205500142
4068.0498,674.305,1.205500142
4068.3498,674.35401,1.205400086
4068.6498,674.404,1.205199973
4068.9498,674.45701,1.205099917
4069.2498,674.50101,1.204999861
4069.5498,674.55701,1.204799748
4069.8498,674.603,1.204600143
4070.1498,674.65299,1.204299974
4070.4498,674.706,1.204199918
4070.7498,674.75699,1.203999806
4071.0498,674.80302,1.203899749
4071.3498,674.85599,1.203800201
4071.6498,674.90101,1.203700145
4071.9498,674.94599,1.203299919
4072.2498,675.00101,1.203199863
4072.5498,675.04499,1.203099807
4072.8498,675.10401,1.20299975
4073.1498,675.155,1.202800146
4073.4498,675.20499,1.202700089
4073.7498,675.25001,1.202600033
4074.0498,675.30601,1.202499977
4074.3498,675.35099,1.202299864
4074.6498,675.39701,1.202199808
4074.9498,675.44999,1.202099752
4075.2498,675.495,1.202000203
4075.5498,675.55201,1.201800091
4075.8498,675.602,1.201700034
4076.1498,675.64301,1.201599978
4076.4498,675.69401,1.201399865
4076.7498,675.75001,1.201299809
4077.0498,675.78901,1.201100204
4077.3498,675.84699,1.201100204
4077.6498,675.89399,1.200800036
4077.9498,675.94501,1.200599923
4078.2498,676.003,1.200499867
4078.5498,676.05201,1.20039981
4078.8498,676.103,1.200200206
4079.1498,676.145,1.200000093
4079.4498,676.20099,1.199900037
4079.7498,676.24601,1.199900037
4080.0498,676.29499,1.19979998
4080.3498,676.34501,1.199699924
4080.6498,676.40101,1.199499812
4080.9498,676.448,1.199399755
4081.2498,676.50001,1.199399755
4081.5498,676.54099,1.199200151
4081.8498,676.58701,1.199100094
4082.1498,676.642,1.199000038
4082.4498,676.69099,1.198899982
4082.7498,676.741,1.198799925
4083.0498,676.783,1.198699869
4083.3498,676.84501,1.198599813
4083.6498,676.891,1.198400208
4083.9498,676.94599,1.198400208
4084.2498,676.99399,1.197999983
4084.5498,677.038,1.197699814
4084.8498,677.094,1.197500209
4085.1498,677.154,1.19720004
4085.4498,677.197,1.196999928
4085.7498,677.23499,1.196799815
4086.0498,677.29499,1.19660021
4086.3498,677.33701,1.196300042
4086.6498,677.38999,1.196199985
4086.9498,677.44199,1.196099929
4087.2498,677.48701,1.195999873
4087.5498,677.53699,1.19579976
4087.8498,677.59199,1.195700212
4088.1498,677.63599,1.195500099
4088.4498,677.689,1.195400043
4088.7498,677.73899,1.19519993
4089.0498,677.78199,1.194999818
4089.3498,677.82999,1.194899761
4089.6498,677.88001,1.194700157
4089.9498,677.94199,1.1946001
4090.2498,677.99698,1.194399988
4090.5498,678.04001,1.194199875
4090.8498,678.08201,1.193999762
4091.1498,678.12501,1.193900214
4091.4498,678.18601,1.193800158
4091.7498,678.23499,1.193700101
4092.0498,678.284,1.193499989
4092.3498,678.32899,1.193399933
4092.6498,678.38199,1.19319982
4092.9498,678.42899,1.192800103
4093.2498,678.48301,1.192499934
4093.5498,678.53599,1.192299821
4093.8498,678.572,1.192100216
4094.1498,678.62699,1.191900104
4094.4498,678.68,1.191699991
4094.7498,678.732,1.191499879
4095.0498,678.77601,1.191399822
4095.3498,678.831,1.191200218
4095.6498,678.878,1.191000105
4095.9498,678.92802,1.190900049
4096.2498,678.978,1.190699936
4096.5498,679.02799,1.190499824
4096.8498,679.07999,1.190399767
4097.1498,679.12699,1.190300219
4097.4498,679.16801,1.190100106
4097.7498,679.21799,1.19000005
4098.0498,679.266,1.189799937
4098.3498,679.31599,1.189699881
4098.6498,679.37198,1.189499768
4098.9498,679.42499,1.18940022
4099.2498,679.47599,1.189200107
4099.5498,679.525,1.189100051
4099.8498,679.56199,1.188899939
4100.1498,679.62501,1.188799882
4100.4498,679.667,1.188500221
4100.7498,679.723,1.188300109
4101.0498,679.766,1.188099996
4101.3498,679.82899,1.187899883
4101.6498,679.86399,1.187799827
4101.9498,679.913,1.187600222
4102.2498,679.96299,1.18740011
4102.5498,680.021,1.187099941
4102.8498,680.06901,1.186899828
4103.1498,680.128,1.186600167
4103.4498,680.16999,1.186299998
4103.7498,680.22101,1.18599983
4104.0498,680.271,1.185700169
4104.3498,680.31901,1.185500056
4104.6498,680.36799,1.185299943
4104.9498,680.413,1.185199887
4105.2498,680.47199,1.185099831
4105.5498,680.50901,1.184999774
4105.8498,680.56199,1.184999774
4106.1498,680.61799,1.184900226
4106.4498,680.667,1.18480017
4106.7498,680.72101,1.184600057
4107.0498,680.766,1.184500001
4107.3498,680.81501,1.184299888
4107.6498,680.86399,1.184199832
4107.9498,680.91401,1.184000227
4108.2498,680.961,1.183900171
4108.5498,681.008,1.183700058
4108.8498,681.059,1.183700058
4109.1498,681.10599,1.183499946
4109.4498,681.16501,1.183299833
4109.7498,681.211,1.183100228
4110.0498,681.26499,1.182900116
4110.3498,681.31299,1.182700003
4110.6498,681.36201,1.182599947
4110.9498,681.41001,1.182399834
4111.2498,681.46601,1.18220023
4111.5498,681.508,1.182000117
4111.8498,681.56,1.182000117
4112.1498,681.611,1.181800004
4112.4498,681.658,1.181599892
4112.7498,681.706,1.181399779
4113.0498,681.75501,1.181300231
4113.3498,681.80399,1.181200175
4113.6498,681.86201,1.181100118
4113.9498,681.90699,1.181000062
4114.2498,681.956,1.180799949
4114.5498,682.00001,1.180799949
4114.8498,682.05201,1.180599837
4115.1498,682.10499,1.180100063
4115.4498,682.16401,1.179899951
4115.7498,682.20899,1.179699838
4116.0498,682.25599,1.179500233
4116.3498,682.30302,1.179300121
4116.6498,682.35901,1.179100008
4116.9498,682.40299,1.178999952
4117.2498,682.44099,1.178799839
4117.5498,682.49399,1.178799839
4117.8498,682.55601,1.178600234
4118.1498,682.60499,1.178500178
4118.4498,682.65299,1.178300066
4118.7498,682.702,1.178099953
4119.0498,682.74799,1.177999897
4119.3498,682.80601,1.17789984
4119.6498,682.85599,1.177700236
4119.9498,682.9,1.177600179
4120.2498,682.94999,1.177400067
4120.5498,683.00001,1.177400067
4120.8498,683.047,1.17730001
4121.1498,683.10001,1.177099898
4121.4498,683.145,1.176999842
4121.7498,683.20099,1.176899785
4122.0498,683.25901,1.176700181
4122.3498,683.301,1.176600124
4122.6498,683.35999,1.176500068
4122.9498,683.40201,1.176299955
4123.2498,683.45399,1.176199899
4123.5498,683.504,1.176099843
4123.8498,683.555,1.175900238
4124.1498,683.60099,1.175700125
4124.4498,683.66001,1.175600069
4124.7498,683.698,1.175399957
4125.0498,683.74799,1.1752999
4125.3498,683.79499,1.175199844
4125.6498,683.84501,1.175000239
4125.9498,683.91001,1.174900183
4126.2498,683.94901,1.174800127
4126.5498,683.99799,1.174600014
4126.8498,684.047,1.174499958
4127.1498,684.09901,1.174399901
4127.4498,684.141,1.174199789
4127.7498,684.19901,1.173900128
4128.0498,684.24399,1.173599959
4128.3498,684.29999,1.173399846
4128.6498,684.344,1.173200242
4128.9498,684.39399,1.172900073
4129.2498,684.44001,1.172800016
4129.5498,684.49,1.172599904
4129.8498,684.53101,1.172300243
4130.1498,684.58201,1.172200187
4130.4498,684.63901,1.17210013
4130.7498,684.68,1.172000074
4131.0498,684.74299,1.171900018
4131.3498,684.79099,1.171799961
4131.6498,684.84299,1.171699905
4131.9498,684.88599,1.171599849
4132.2498,684.94001,1.171499792
4132.5498,684.986,1.171400244
4132.8498,685.038,1.171300188
4133.1498,685.08399,1.171200131
4133.4498,685.13499,1.171000019
4133.7498,685.19199,1.170899963
4134.0498,685.23499,1.170799906
4134.3498,685.28199,1.170599794
4134.6498,685.33201,1.170500245
4134.9498,685.37601,1.170400189
4135.2498,685.43799,1.170200076
4135.5498,685.48099,1.17010002
4135.8498,685.52299,1.17010002
4136.1498,685.57401,1.169899907
4136.4498,685.63001,1.169799851
4136.7498,685.69001,1.169600246
4137.0498,685.72999,1.16950019
4137.3498,685.77701,1.169400134
4137.6498,685.82499,1.169200021
4137.9498,685.88199,1.169099965
4138.2498,685.92499,1.168899852
4138.5498,685.982,1.168799796
4138.8498,686.02799,1.168600191
4139.1498,686.07599,1.168500135
4139.4498,686.124,1.168300022
4139.7498,686.17802,1.16809991
4140.0498,686.219,1.167899797
4140.3498,686.27399,1.167700193
4140.6498,686.323,1.16750008
4140.9498,686.37601,1.167299967
4141.2498,686.426,1.167099855
4141.5498,686.477,1.166800194
4141.8498,686.54001,1.166600081
4142.1498,686.57599,1.166399969
4142.4498,686.624,1.166199856
4142.7498,686.67701,1.166199856
4143.0498,686.72901,1.165999743
4143.3498,686.77399,1.165800139
4143.6498,686.82401,1.165700082
4143.9498,686.87601,1.165600026
4144.2498,686.935,1.165399913
4144.5498,686.97501,1.165299857
4144.8498,687.01301,1.165099745
4145.1498,687.077,1.165000196
4145.4498,687.12601,1.164800084
4145.7498,687.17701,1.164599971
4146.0498,687.21299,1.164599971
4146.3498,687.26899,1.164399858
4146.6498,687.32099,1.164199746
4146.9498,687.37299,1.164100197
4147.2498,687.421,1.163900085
4147.5498,687.473,1.163800028
4147.8498,687.52299,1.163599916
4148.1498,687.57599,1.16349986
4148.4498,687.62699,1.163299747
4148.7498,687.67399,1.163200199
4149.0498,687.72001,1.163000086
4149.3498,687.77299,1.163000086
4149.6498,687.81101,1.16290003
4149.9498,687.86799,1.162799973
4150.2498,687.917,1.162699917
4150.5498,687.96,1.162599861
4150.8498,688.01499,1.162399748
4151.1498,688.07001,1.1623002
4151.4498,688.116,1.162200143
4151.7498,688.16501,1.162100087
4152.0498,688.20899,1.161899975
4152.3498,688.26301,1.161799918
4152.6498,688.31699,1.161799918
4152.9498,688.35999,1.161599806
4153.2498,688.41001,1.161499749
4153.5498,688.46,1.161400201
4153.8498,688.51401,1.161200088
4154.1498,688.56501,1.160999976
4154.4498,688.607,1.160599751
